Vị trí quan trắc,KHM,Quý,Nhiệt độ,pH,DO,Độ muối,Độ đục,Độ trong,TSS,Amoni,Phosphat,Tổng xianua,Florua,"Tổng dầu, mỡ khoáng",Coliform,As,Hg,Pb,Cd,Fe,Mn,Cu,Zn,Cr,Cr(VI),Tổng phenol,Aldrin,BHC,Dieldrin,DDTs,Heptachlor & Heptachloreproxide
"Bãi tắm Ngọc Vừng- xã Ngọc Vừng, Vân Đồn",NB50,Quý 1 2021,21.8,8.14,6.97,31.1,10.15,0.6,9.2,0.059,0.01,0.0005,0.694,0.15,1.5,0.0017,0.0006,0.00045,0.0001,0.0225,0.0004,0.00045,0.001,0.00045,0.0025,0.002,0.015,0.005,0.015,0.015,0.015
"Bãi tắm Ngọc Vừng- xã Ngọc Vừng, Vân Đồn",NB50,Quý 2 2021,28.6,8.18,6.68,31.3,8.84,1.1,7.4,0.067,0.01,0.0005,0.751,0.15,1.5,0.0015,0.0006,0.00045,0.0001,0.0089,0.0017,0.00045,0.0056,0.001,0.0025,0.002,0.015,0.005,0.015,0.015,0.015
"Bãi tắm Ngọc Vừng- xã Ngọc Vừng, Vân Đồn",NB50,Quý 3 2021,28.4,8.15,6.45,31.2,9.25,1.0,8.7,0.079,0.01,0.0005,0.638,0.15,1.5,0.0012,0.00025,0.00045,0.0001,0.0114,0.0024,0.00045,0.0084,0.00045,0.0025,0.002,0.015,0.005,0.015,0.015,0.015
"Bãi tắm Ngọc Vừng- xã Ngọc Vừng, Vân Đồn",NB50,Quý 4 2021,25.0,8.14,6.44,31.4,8.99,1.0,7.6,0.077,0.01,0.0005,0.853,0.15,1.5,0.0019,0.00025,0.00045,0.0001,0.0107,0.0039,0.00045,0.0093,0.00045,0.0025,0.001,0.005,0.005,0.005,0.005,0.005
"Bãi tắm Ngọc Vừng- xã Ngọc Vừng, Vân Đồn",NB50,Quý 1 2022,22.8,8.15,6.35,31.5,8.94,1.0,8.2,0.072,0.01,0.0005,0.66,0.15,1.5,0.0014,0.00025,0.00045,0.0001,0.0225,0.0004,0.00045,0.001,0.00045,0.0025,0.002,0.0015,0.0015,0.0015,0.0015,0.0015
"Bãi tắm Ngọc Vừng- xã Ngọc Vừng, Vân Đồn",NB50,Quý 2 2022,22.6,8.12,6.28,31.4,9.15,0.9,8.2,0.077,0.01,0.0005,0.739,0.15,1.5,0.0021,0.00025,0.00045,0.0001,0.0095,0.0004,0.00045,0.0074,0.00045,0.0025,0.002,0.0015,0.0015,0.0015,0.0015,0.0015
"Bãi tắm Ngọc Vừng- xã Ngọc Vừng, Vân Đồn",NB50,Quý 3 2022,27.4,8.1,6.24,31.3,9.26,0.7,8.2,0.081,0.01,0.0005,0.773,0.15,1.5,0.0019,0.00025,0.00045,0.0001,0.0225,0.0004,0.00045,0.001,0.00045,0.0025,0.002,0.0015,0.0015,0.0015,0.0015,0.0015
"Bãi tắm Ngọc Vừng- xã Ngọc Vừng, Vân Đồn",NB50,Quý 4 2022,25.8,8.09,6.2,31.4,9.11,0.8,8.4,0.071,0.01,0.0005,0.652,0.15,1.5,0.0018,0.00025,0.00045,0.0001,0.0112,0.0004,0.00045,0.0087,0.00045,0.0025,0.002,0.0015,0.0015,0.0015,0.0015,0.0015
"Bãi tắm Ngọc Vừng- xã Ngọc Vừng, Vân Đồn",NB50,Quý 1 2023,23.0,8.17,6.38,31.6,8.81,0.8,7.6,0.062,0.01,0.0005,0.693,0.15,1.5,0.0014,0.00025,0.00045,0.0001,0.0137,0.0004,0.00045,0.0098,0.00045,0.0025,0.002,0.0015,0.0015,0.0015,0.0015,0.0015
"Bãi tắm Ngọc Vừng- xã Ngọc Vừng, Vân Đồn",NB50,Quý 2 2023,29.4,8.14,6.35,31.3,9.68,0.8,8.6,0.063,0.01,0.0005,0.875,0.15,1.5,0.0025,0.00025,0.00045,0.0001,0.0118,0.0004,0.00045,0.0085,0.00045,0.0025,0.002,0.0015,0.0015,0.0015,0.0015,0.0015
"Bãi tắm Ngọc Vừng- xã Ngọc Vừng, Vân Đồn",NB50,Quý 3 2023,27.6,8.08,6.28,31.4,9.42,0.6,8.4,0.061,0.01,0.0005,0.779,0.15,1.5,0.0015,0.00025,0.00045,0.0001,0.0276,0.0004,0.00045,0.001,0.00045,0.0025,0.002,0.0015,0.0015,0.0015,0.0015,0.0015
"Bãi tắm Ngọc Vừng- xã Ngọc Vừng, Vân Đồn",NB50,Quý 4 2023,21.9,8.06,6.25,31.5,9.31,0.7,7.8,0.056,0.01,0.0005,0.785,0.15,1.5,0.0023,0.00025,0.00045,0.0001,0.0187,0.0004,0.00045,0.0079,0.00045,0.0025,0.002,0.0015,0.0015,0.0015,0.0015,0.0015
"Bãi tắm Ngọc Vừng- xã Ngọc Vừng, Vân Đồn",NB50,Quý 1 2024,22.1,8.14,6.31,31.7,8.72,0.9,7.4,0.061,0.01,0.0015,0.781,0.15,1.0,0.002,0.0001,0.0001,0.0001,0.0574,0.0038,0.0016,0.0106,0.001,0.0035,0.0002,0.0015,x,0.0015,0.0015,0.0015
"Bãi tắm Ngọc Vừng- xã Ngọc Vừng, Vân Đồn",NB50,Quý 2 2024,25.7,8.12,6.29,31.4,9.82,0.9,8.4,0.054,0.01,0.0015,0.783,0.15,1.0,0.0018,0.0001,0.0001,0.0001,0.048,0.0028,0.0014,0.0089,0.0008,0.0035,0.0002,0.0015,x,0.0015,0.0015,0.0015
"Bãi tắm Ngọc Vừng- xã Ngọc Vừng, Vân Đồn",NB50,Quý 3 2024,27.8,8.04,6.34,31.3,9.58,0.5,7.1,0.01,0.01,0.0015,0.794,0.15,1.0,0.0022,0.0001,0.0001,0.0001,0.3012,0.00015,0.00015,0.0085,0.0001,0.0035,0.0002,0.0015,x,0.0015,0.0015,0.0015
"Bãi tắm Ngọc Vừng- xã Ngọc Vừng, Vân Đồn",NB50,Quý 4 2024,23.2,8.01,6.32,31.6,9.2,0.6,7.2,0.01,0.01,0.0015,0.781,0.15,1.0,0.0014,0.0002,0.0001,0.0001,0.0551,0.00015,0.00015,0.001,0.0001,0.0035,0.0002,0.005,x,0.005,0.005,0.005
Luồng giữa Cửa Lục,NB51,Quý 1 2021,21.8,8.04,6.69,30.2,7.82,1.0,6.7,0.015,0.01,0.0005,0.675,0.15,1.5,0.0012,0.00025,0.00045,0.0001,0.0223,0.0004,0.00045,0.0085,0.00045,0.0025,0.002,x,x,x,x,x
Luồng giữa Cửa Lục,NB51,Quý 2 2021,28.0,8.17,6.3,30.6,4.48,1.4,4.2,0.015,0.01,0.0005,0.725,0.15,1.5,0.004,0.00025,0.00045,0.0001,0.0679,0.002,0.0022,0.0202,0.00045,0.0025,0.002,x,x,x,x,x
Luồng giữa Cửa Lục,NB51,Quý 3 2021,32.7,8.13,6.86,30.8,4.65,1.5,3.8,0.057,0.01,0.0005,0.855,0.15,1.5,0.0032,0.00025,0.00045,0.0001,0.0415,0.0004,0.00045,0.0141,0.00045,0.0025,0.002,x,x,x,x,x
Luồng giữa Cửa Lục,NB51,Quý 4 2021,25.3,8.15,6.33,30.7,5.39,1.2,4.6,0.015,0.01,0.0005,0.794,0.15,1.5,0.0029,0.00025,0.00045,0.0001,0.0483,0.0016,0.00045,0.0245,0.00045,0.0025,0.002,x,x,x,x,x
Luồng giữa Cửa Lục,NB51,Quý 1 2022,22.6,8.12,6.38,30.6,5.3,1.3,4.7,0.015,0.01,0.0005,0.731,0.15,1.5,0.0016,0.00025,0.00045,0.0001,0.0163,0.0004,0.00045,0.007,0.00045,0.0025,0.002,x,x,x,x,x
Luồng giữa Cửa Lục,NB51,Quý 2 2022,23.5,8.1,6.3,30.5,5.42,1.1,5.1,0.015,0.01,0.0005,0.745,0.15,1.5,0.0036,0.00025,0.00045,0.0001,0.0373,0.0004,0.00045,0.0174,0.00045,0.0025,0.002,x,x,x,x,x
Luồng giữa Cửa Lục,NB51,Quý 3 2022,30.8,8.06,6.26,30.3,5.55,1.2,4.7,0.066,0.01,0.0005,0.733,0.15,1.5,0.0029,0.00025,0.00045,0.0001,0.0275,0.0004,0.00045,0.014,0.00045,0.0025,0.002,x,x,x,x,x
Luồng giữa Cửa Lục,NB51,Quý 4 2022,26.5,8.08,6.2,30.4,5.44,1.2,4.6,0.015,0.01,0.0005,0.69,0.15,1.5,0.0029,0.00025,0.00045,0.0001,0.0286,0.0004,0.00045,0.0143,0.00045,0.0025,0.002,x,x,x,x,x
Luồng giữa Cửa Lục,NB51,Quý 1 2023,22.8,8.14,6.33,30.7,5.21,1.4,4.7,0.015,0.01,0.0005,0.751,0.15,1.5,0.0024,0.00025,0.00045,0.0001,0.0319,0.0004,0.00045,0.0125,0.00045,0.0025,0.002,x,x,x,x,x
Luồng giữa Cửa Lục,NB51,Quý 2 2023,25.3,8.07,6.22,30.4,5.56,1.1,4.8,0.015,0.01,0.0005,0.849,0.15,1.5,0.0025,0.00025,0.00045,0.0001,0.0262,0.0004,0.00045,0.0133,0.00045,0.0025,0.002,x,x,x,x,x
Luồng giữa Cửa Lục,NB51,Quý 3 2023,28.8,8.02,6.18,30.2,5.68,1.3,4.7,0.061,0.01,0.0005,0.753,0.15,1.5,0.0021,0.00025,0.00045,0.0001,0.0318,0.0004,0.00045,0.0134,0.00045,0.0025,0.002,x,x,x,x,x
Luồng giữa Cửa Lục,NB51,Quý 4 2023,25.3,8.05,6.25,30.3,5.56,1.4,4.2,0.056,0.01,0.0005,0.823,0.15,1.5,0.0027,0.00025,0.00045,0.0001,0.0361,0.0004,0.00045,0.0091,0.00045,0.0025,0.002,x,x,x,x,x
Luồng giữa Cửa Lục,NB51,Quý 1 2024,21.9,8.15,6.24,30.7,5.3,1.4,4.8,0.048,0.01,0.0015,0.787,0.15,1.0,0.0023,0.0001,0.0001,0.0001,0.0467,0.0009,0.0005,0.0088,0.0013,0.0035,0.0002,x,x,x,x,x
Luồng giữa Cửa Lục,NB51,Quý 2 2024,25.2,8.05,6.18,30.3,5.69,1.0,4.3,0.056,0.01,0.0015,0.77,0.15,1.0,0.002,0.0001,0.0001,0.0001,0.0589,0.0011,0.0005,0.0076,0.0009,0.0035,0.0002,x,x,x,x,x
Luồng giữa Cửa Lục,NB51,Quý 3 2024,27.0,8.01,6.15,30.2,5.72,1.2,4.8,0.052,0.037,0.0015,0.845,0.15,1.0,0.0038,0.0001,0.0001,0.0001,0.2703,0.005,0.0085,0.0355,0.001,0.0035,0.0002,x,x,x,x,x
Luồng giữa Cửa Lục,NB51,Quý 4 2024,25.0,8.09,6.18,30.4,5.73,1.2,3.8,0.047,0.01,0.0015,0.71,0.15,1.0,0.0035,0.0001,0.0001,0.0001,0.1918,0.0031,0.0068,0.0479,0.0007,0.0035,0.0002,x,x,x,x,x
Luồng khu Hòn Một,NB52,Quý 1 2021,21.9,8.15,6.72,30.4,9.67,1.1,8.6,0.015,0.01,0.0005,0.733,0.15,1.5,0.0009,0.00025,0.00045,0.0001,0.0335,0.0004,0.00045,0.0076,0.00045,0.0025,0.002,x,x,x,x,x
Luồng khu Hòn Một,NB52,Quý 2 2021,28.3,8.13,6.78,30.2,6.94,1.2,6.2,0.015,0.01,0.0005,0.659,0.15,1.5,0.0042,0.00025,0.00045,0.0001,0.0239,0.0004,0.00045,0.013,0.00045,0.0025,0.002,x,x,x,x,x
Luồng khu Hòn Một,NB52,Quý 3 2021,31.5,8.09,6.63,30.3,6.86,1.3,5.3,0.015,0.01,0.0005,0.757,0.15,1.5,0.0038,0.00025,0.00045,0.0001,0.0162,0.0004,0.00045,0.0095,0.00045,0.0025,0.002,x,x,x,x,x
Luồng khu Hòn Một,NB52,Quý 4 2021,25.2,8.15,6.68,30.3,6.98,1.0,6.2,0.015,0.01,0.0005,0.853,0.15,1.5,0.0031,0.00025,0.00045,0.0001,0.017,0.0004,0.00045,0.0157,0.00045,0.0025,0.002,x,x,x,x,x
Luồng khu Hòn Một,NB52,Quý 1 2022,23.0,8.13,6.45,30.4,6.93,1.1,6.3,0.015,0.01,0.0005,0.731,0.15,1.5,0.0012,0.00025,0.00045,0.0001,0.0257,0.0004,0.00045,0.0085,0.00045,0.0025,0.002,x,x,x,x,x
Luồng khu Hòn Một,NB52,Quý 2 2022,24.0,8.11,6.38,30.3,6.93,1.0,6.2,0.015,0.01,0.0005,0.693,0.15,1.5,0.0026,0.00025,0.00045,0.0001,0.0288,0.0004,0.00045,0.0106,0.00045,0.0025,0.002,x,x,x,x,x
Luồng khu Hòn Một,NB52,Quý 3 2022,31.8,8.04,6.32,30.1,7.16,1.0,6.6,0.015,0.01,0.0005,0.707,0.15,1.5,0.002,0.00025,0.00045,0.0001,0.0311,0.0004,0.00045,0.0127,0.00045,0.0025,0.002,x,x,x,x,x
Luồng khu Hòn Một,NB52,Quý 4 2022,26.2,8.07,6.24,30.3,7.04,1.0,6.2,0.015,0.01,0.0005,0.658,0.15,1.5,0.0021,0.00025,0.00045,0.0001,0.0232,0.0004,0.00045,0.0079,0.00045,0.0025,0.002,x,x,x,x,x
Luồng khu Hòn Một,NB52,Quý 1 2023,23.2,8.17,6.38,30.5,6.87,1.2,5.8,0.015,0.01,0.0005,0.738,0.15,1.5,0.0017,0.00025,0.00045,0.0001,0.0243,0.0004,0.00045,0.0085,0.00045,0.0025,0.002,x,x,x,x,x
Luồng khu Hòn Một,NB52,Quý 2 2023,26.2,8.09,6.29,30.2,7.04,1.1,4.8,0.015,0.01,0.0005,0.836,0.15,1.5,0.0027,0.00025,0.00045,0.0001,0.0374,0.0004,0.00045,0.0119,0.00045,0.0025,0.002,x,x,x,x,x
Luồng khu Hòn Một,NB52,Quý 3 2023,29.8,8.06,6.22,30.0,6.84,1.2,5.6,0.015,0.01,0.0005,0.74,0.15,1.5,0.0018,0.00025,0.00045,0.0001,0.036,0.0004,0.00045,0.0121,0.00045,0.0025,0.002,x,x,x,x,x
Luồng khu Hòn Một,NB52,Quý 4 2023,26.4,8.08,6.28,30.1,6.71,1.3,5.1,0.015,0.01,0.0005,0.829,0.15,1.5,0.0023,0.00025,0.00045,0.0001,0.0523,0.0004,0.00045,0.0094,0.00045,0.0025,0.002,x,x,x,x,x
Luồng khu Hòn Một,NB52,Quý 1 2024,22.1,8.15,6.32,30.5,6.79,1.3,5.4,0.032,0.01,0.0015,0.781,0.15,1.0,0.0019,0.0001,0.0001,0.0001,0.0676,0.0017,0.0005,0.009,0.0016,0.0035,0.0002,x,x,x,x,x
Luồng khu Hòn Một,NB52,Quý 2 2024,25.9,8.05,6.2,30.1,7.18,1.0,6.2,0.041,0.01,0.0015,0.783,0.15,1.0,0.0017,0.0001,0.0001,0.0001,0.0853,0.0021,0.0005,0.0078,0.0007,0.0035,0.0002,x,x,x,x,x
Luồng khu Hòn Một,NB52,Quý 3 2024,27.7,8.05,6.19,30.0,6.84,1.2,4.5,0.01,0.026,0.0015,0.826,0.15,1.0,0.0039,0.0001,0.0001,0.0001,0.2678,0.00015,0.00015,0.0137,0.0001,0.0035,0.0002,x,x,x,x,x
Luồng khu Hòn Một,NB52,Quý 4 2024,26.4,8.05,6.21,30.2,6.88,1.2,4.3,0.01,0.01,0.0015,0.755,0.15,1.0,0.0037,0.0002,0.0001,0.0001,0.1975,0.0102,0.0041,0.0539,0.0004,0.0035,0.0002,x,x,x,x,x
Luồng khu Áng Dù,NB53,Quý 1 2021,21.5,8.12,6.62,31.3,6.28,1.8,5.5,0.015,0.01,0.0005,0.694,0.15,1.5,0.0016,0.00025,0.00045,0.0001,0.0254,0.0004,0.00045,0.0124,0.00045,0.0025,0.002,x,x,x,x,x
Luồng khu Áng Dù,NB53,Quý 2 2021,28.2,8.2,6.97,31.3,6.47,1.5,4.7,0.015,0.01,0.0005,0.738,0.15,1.5,0.0031,0.00025,0.00045,0.0001,"<0,002",0.0004,0.00045,0.0091,0.00045,0.0025,0.002,x,x,x,x,x
Luồng khu Áng Dù,NB53,Quý 3 2021,32.1,8.22,6.88,31.2,6.22,1.6,5.6,0.015,0.01,0.0005,0.632,0.15,1.5,0.0022,0.00025,0.00045,0.0001,"<0,002",0.0004,0.00045,0.0108,0.00045,0.0025,0.002,x,x,x,x,x
Luồng khu Áng Dù,NB53,Quý 4 2021,25.0,8.16,6.88,31.4,6.66,1.2,6.4,0.015,0.01,0.0005,0.761,0.15,1.5,0.0023,0.00025,0.00045,0.0001,0.0086,0.0004,0.00045,0.011,0.00045,0.0025,0.002,x,x,x,x,x
Luồng khu Áng Dù,NB53,Quý 1 2022,22.3,8.19,6.88,31.5,6.87,1.2,6.2,0.015,0.01,0.0005,0.712,0.15,1.5,0.0019,0.00025,0.00045,0.0001,0.0195,0.0004,0.00045,0.0111,0.00045,0.0025,0.002,x,x,x,x,x
Luồng khu Áng Dù,NB53,Quý 2 2022,24.9,8.16,6.62,31.4,6.96,1.0,6.3,0.015,0.01,0.0005,0.699,0.15,1.5,0.0024,0.00025,0.00045,0.0001,0.0093,0.0004,0.00045,0.0073,0.00045,0.0025,0.002,x,x,x,x,x
Luồng khu Áng Dù,NB53,Quý 3 2022,29.9,8.08,6.62,31.3,7.08,1.0,6.2,0.015,0.01,0.0005,0.713,0.15,1.5,0.0026,0.00025,0.00045,0.0001,0.0126,0.0004,0.00045,0.0092,0.00045,0.0025,0.002,x,x,x,x,x
Luồng khu Áng Dù,NB53,Quý 4 2022,26.1,8.1,6.48,31.4,6.95,1.2,6.2,0.015,0.01,0.0005,0.703,0.15,1.5,0.0029,0.00025,0.00045,0.0001,0.0114,0.0004,0.00045,0.0092,0.00045,0.0025,0.002,x,x,x,x,x
Luồng khu Áng Dù,NB53,Quý 1 2023,23.0,8.16,6.58,31.4,6.79,1.4,5.7,0.015,0.01,0.0005,0.731,0.15,1.5,0.0023,0.00025,0.00045,0.0001,0.0127,0.0004,0.00045,0.0077,0.00045,0.0025,0.002,x,x,x,x,x
Luồng khu Áng Dù,NB53,Quý 2 2023,26.2,8.07,6.15,30.6,8.89,1.2,7.2,0.015,0.01,0.0005,0.777,0.15,1.5,0.0029,0.00025,0.00045,0.0001,0.0212,0.0004,0.00045,0.0095,0.00045,0.0025,0.002,x,x,x,x,x
Luồng khu Áng Dù,NB53,Quý 3 2023,28.8,8.1,6.5,31.4,7.17,1.0,6.2,0.015,0.01,0.0005,0.805,0.15,1.5,0.0022,0.00025,0.00045,0.0001,0.0146,0.0004,0.00045,0.0088,0.00045,0.0025,0.002,x,x,x,x,x
Luồng khu Áng Dù,NB53,Quý 4 2023,23.8,8.08,6.43,31.5,7.05,1.2,6.8,0.015,0.01,0.0005,0.835,0.15,1.5,0.0031,0.00025,0.00045,0.0001,0.0329,0.0004,0.00045,0.0144,0.00045,0.0025,0.002,x,x,x,x,x
Luồng khu Áng Dù,NB53,Quý 1 2024,19.2,8.14,6.48,31.3,6.87,1.5,5.8,0.038,0.01,0.0015,0.723,0.15,1.0,0.0027,0.0001,0.0001,0.0001,0.0426,0.0078,0.0005,0.0138,0.0008,0.0035,0.0002,x,x,x,x,x
Luồng khu Áng Dù,NB53,Quý 2 2024,25.9,8.05,6.19,30.8,8.97,1.3,7.2,0.047,0.01,0.0015,0.77,0.15,1.0,0.0022,0.0001,0.0001,0.0001,0.0509,0.0091,0.0005,0.0122,0.0008,0.0035,0.0002,x,x,x,x,x
Luồng khu Áng Dù,NB53,Quý 3 2024,28.5,8.07,6.44,31.6,7.26,1.2,6.1,0.01,0.01,0.0015,0.839,0.15,1.0,0.004,0.0001,0.0001,0.0001,0.255,0.00015,0.00015,0.0032,0.0001,0.0035,0.0002,x,x,x,x,x
Luồng khu Áng Dù,NB53,Quý 4 2024,25.3,8.04,6.32,31.2,6.18,1.2,4.6,0.01,0.01,0.0015,0.774,0.15,1.0,0.0039,0.0001,0.0001,0.0001,0.2019,0.0032,0.0034,0.0554,0.0005,0.0035,0.0002,x,x,x,x,x
Luồng Hang Trống,NB54,Quý 1 2021,21.7,8.01,6.69,31.2,5.14,1.3,4.8,0.015,0.01,0.0005,0.714,0.15,1.5,0.001,0.00025,0.00045,0.0001,0.0246,0.0004,0.00045,0.0052,0.00045,0.0025,0.002,x,x,x,x,x
Luồng Hang Trống,NB54,Quý 2 2021,28.6,8.14,6.99,31.4,5.94,1.5,5.5,0.015,0.01,0.0005,0.692,0.15,1.5,0.0049,0.00025,0.00045,0.0001,0.044,0.0004,0.002,0.0122,0.00045,0.0025,0.002,x,x,x,x,x
Luồng Hang Trống,NB54,Quý 3 2021,31.0,8.05,6.75,31.2,6.21,1.6,5.2,0.015,0.01,0.0005,0.73,0.15,200.0,0.0025,0.00025,0.00045,0.0001,0.0234,0.0004,0.00045,0.0089,0.00045,0.0025,0.002,x,x,x,x,x
Luồng Hang Trống,NB54,Quý 4 2021,25.1,8.11,6.69,31.4,6.1,1.5,5.7,0.015,0.01,0.0005,0.767,0.15,1.5,0.0036,0.00025,0.00045,0.0001,0.0313,0.0004,0.00045,0.0148,0.00045,0.0025,0.002,x,x,x,x,x
Luồng Hang Trống,NB54,Quý 1 2022,22.8,8.11,6.69,31.5,6.22,1.6,5.6,0.015,0.01,0.0005,0.757,0.15,1.5,0.0013,0.00025,0.00045,0.0001,0.0208,0.0004,0.00045,0.0072,0.00045,0.0025,0.002,x,x,x,x,x
Luồng Hang Trống,NB54,Quý 2 2022,25.6,8.1,6.48,31.3,6.38,1.4,5.2,0.036,0.01,0.0005,0.719,0.15,1.5,0.0027,0.00025,0.00045,0.0001,0.0244,0.0004,0.00045,0.0142,0.00045,0.0025,0.002,x,x,x,x,x
Luồng Hang Trống,NB54,Quý 3 2022,30.6,8.07,6.48,31.2,6.52,1.5,6.3,0.015,0.01,0.0005,0.746,0.15,1.5,0.0021,0.00025,0.00045,0.0001,0.0178,0.0004,0.00045,0.0155,0.00045,0.0025,0.002,x,x,x,x,x
Luồng Hang Trống,NB54,Quý 4 2022,26.0,8.07,6.37,31.4,6.45,1.5,6.1,0.044,0.01,0.0005,0.715,0.15,1.5,0.002,0.00025,0.00045,0.0001,0.0287,0.0004,0.00045,0.0123,0.00045,0.0025,0.002,x,x,x,x,x
Luồng Hang Trống,NB54,Quý 1 2023,23.4,8.1,6.58,31.6,6.34,1.5,5.6,0.038,0.01,0.0005,0.815,0.15,1.5,0.0017,0.00025,0.00045,0.0001,0.0338,0.0021,0.00045,0.0141,0.0009,0.0025,0.002,x,x,x,x,x
Luồng Hang Trống,NB54,Quý 2 2023,25.6,8.09,6.43,31.1,5.43,2.2,4.2,0.044,0.01,0.0005,0.77,0.15,1.5,0.003,0.00025,0.00045,0.0001,0.0369,0.0004,0.00045,0.0136,0.00045,0.0025,0.002,x,x,x,x,x
Luồng Hang Trống,NB54,Quý 3 2023,29.5,8.1,6.34,31.1,6.68,1.5,5.9,0.044,0.01,0.0005,0.852,0.15,1.5,0.0015,0.00025,0.00045,0.0001,0.0206,0.0004,0.00045,0.0148,0.00045,0.0025,0.002,x,x,x,x,x
Luồng Hang Trống,NB54,Quý 4 2023,24.2,8.11,6.28,31.2,6.55,1.4,5.2,0.049,0.01,0.0005,0.816,0.15,1.5,0.0027,0.00025,0.00045,0.0001,0.0355,0.0004,0.00045,0.0123,0.00045,0.0025,0.002,x,x,x,x,x
Luồng Hang Trống,NB54,Quý 1 2024,19.6,8.08,6.47,31.7,6.45,1.5,5.6,0.056,0.01,0.0015,0.755,0.15,1.0,0.0022,0.0001,0.0001,0.0001,0.0459,0.0021,0.0005,0.0118,0.0006,0.0035,0.0002,x,x,x,x,x
Luồng Hang Trống,NB54,Quý 2 2024,25.2,8.06,6.35,31.2,5.58,2.3,4.2,0.06,0.01,0.0015,0.823,0.15,1.0,0.0019,0.0001,0.0001,0.0001,0.0549,0.0024,0.0005,0.0104,0.0007,0.0035,0.0002,x,x,x,x,x
Luồng Hang Trống,NB54,Quý 3 2024,28.7,8.11,6.39,31.2,6.75,1.6,3.8,0.036,0.01,0.0015,0.839,0.15,1.0,0.0029,0.0001,0.0001,0.0001,0.2038,0.00015,0.00015,0.0111,0.0001,0.0035,0.0002,x,x,x,x,x
Luồng Hang Trống,NB54,Quý 4 2024,26.1,8.08,6.2,31.5,5.89,1.8,3.8,0.01,0.01,0.0015,0.884,0.15,1.0,0.0044,0.0001,0.0001,0.0001,0.2261,0.0128,0.0042,0.0559,0.0005,0.0035,0.0002,x,x,x,x,x
Luồng khu Trà Giới,NB55,Quý 1 2021,21.8,8.07,6.73,31.1,6.15,1.3,5.8,0.762,0.01,0.0005,0.701,0.15,1.5,0.0019,0.00025,0.0014,0.0001,0.0231,0.0004,0.00045,0.0143,0.00045,0.0025,0.002,x,x,x,x,x
Luồng khu Trà Giới,NB55,Quý 2 2021,27.8,8.1,6.86,30.8,6.31,1.5,5.2,0.94,0.01,0.0005,0.751,0.15,1.5,0.0044,0.00025,0.00045,0.0001,0.0408,0.0046,0.0027,0.021,0.0038,0.0025,0.002,x,x,x,x,x
Luồng khu Trà Giới,NB55,Quý 3 2021,30.4,8.16,6.94,30.7,6.55,1.3,6.1,0.132,0.01,0.0005,0.638,0.15,1.5,0.002,0.00025,0.00045,0.0001,0.0352,0.0039,0.00045,0.0142,0.0012,0.0025,0.002,x,x,x,x,x
Luồng khu Trà Giới,NB55,Quý 4 2021,25.1,8.11,6.69,30.9,6.59,1.3,6.3,0.077,0.01,0.0005,0.767,0.15,1.5,0.0032,0.00025,0.00045,0.0001,0.029,0.0037,0.00045,0.0254,0.0012,0.0025,0.002,x,x,x,x,x
Luồng khu Trà Giới,NB55,Quý 1 2022,21.3,8.08,6.35,30.8,6.69,1.4,6.4,0.062,0.01,0.0005,0.77,0.15,1.5,0.0022,0.00025,0.001,0.0001,0.0272,0.0004,0.00045,0.0121,0.00045,0.0025,0.002,x,x,x,x,x
Luồng khu Trà Giới,NB55,Quý 2 2022,25.5,8.06,6.28,30.7,6.78,1.2,5.9,0.059,0.01,0.0005,0.66,0.15,1.5,0.0015,0.00025,0.00045,0.0001,0.0364,0.0004,0.00045,0.0126,0.00045,0.0025,0.002,x,x,x,x,x
Luồng khu Trà Giới,NB55,Quý 3 2022,27.8,8.04,6.21,30.6,6.87,1.0,6.2,0.048,0.01,0.0005,0.661,0.15,1.5,0.0018,0.00025,0.00045,0.0001,0.0452,0.0004,0.00045,0.0106,0.00045,0.0025,0.002,x,x,x,x,x
Luồng khu Trà Giới,NB55,Quý 4 2022,26.0,8.08,6.15,30.8,6.75,1.2,6.3,0.052,0.01,0.0005,0.614,0.15,1.5,0.0012,0.00025,0.00045,0.0001,0.0472,0.0004,0.00045,0.0111,0.00045,0.0025,0.002,x,x,x,x,x
Luồng khu Trà Giới,NB55,Quý 1 2023,22.2,8.11,6.31,30.7,6.69,1.2,6.3,0.061,0.01,0.0005,0.789,0.15,1.5,0.001,0.00025,0.00045,0.0001,0.0403,0.0004,0.00045,0.0086,0.00045,0.0025,0.002,x,x,x,x,x
Luồng khu Trà Giới,NB55,Quý 2 2023,23.9,8.09,6.22,31.2,6.36,1.1,5.7,0.067,0.01,0.0005,0.783,0.15,1.5,0.0017,0.00025,0.00045,0.0001,0.0321,0.0004,0.00045,0.0135,0.00045,0.0025,0.002,x,x,x,x,x
Luồng khu Trà Giới,NB55,Quý 3 2023,27.1,8.01,6.17,30.6,6.96,1.0,6.1,0.056,0.01,0.0005,0.792,0.15,1.5,0.0014,0.00025,0.00045,0.0001,0.0523,0.0004,0.00045,0.0101,0.00045,0.0025,0.002,x,x,x,x,x
Luồng khu Trà Giới,NB55,Quý 4 2023,23.1,8.02,6.12,30.7,6.87,1.2,4.8,0.047,0.01,0.0005,0.797,0.15,1.5,0.002,0.00025,0.00045,0.0001,0.0469,0.0004,0.00045,0.0125,0.00045,0.0025,0.002,x,x,x,x,x
